canton,year,profile,building_type,product,total_ex_vat_chf_kwh,grid_chf_kwh,energy_supply_chf_kwh,community_fees_chf_kwh,kev_chf_kwh,metering_var_chf_kwh,metering_fixed_chf_year,total_incl_vat_chf_kwh,grid_chf_kwh_incl_vat,energy_supply_chf_kwh_incl_vat,community_fees_chf_kwh_incl_vat,kev_chf_kwh_incl_vat,metering_var_chf_kwh_incl_vat
Obwalden,2019,C7,appartement,Cheapest product,0.1352,0.044000000000000004,0.0592,0.009000000000000001,0.023,,,0.14615119999999998,0.047564,0.0639952,0.009729000000000002,0.024863,
Obwalden,2018,C7,appartement,Cheapest product,0.13291,0.0438,0.05711,0.009000000000000001,0.023,,,0.14367570999999998,0.047347799999999995,0.06173591,0.009729000000000002,0.024863,
Basel Landschaft,2025,H2,maison_individuelle,Cheapest product,0.34874000000000005,0.18335,0.13899,0.0034000000000000002,0.023,,,0.37698794,0.19820135,0.15024819,0.0036754,0.024863,
Lucerne,2022,C6,appartement,Cheapest product,0.145,0.04306,0.07464,0.0043,0.023,,,0.156745,0.046547859999999996,0.08068584,0.0046483,0.024863,
Grisons,2023,C6,appartement,Cheapest product,0.22881,0.08131000000000001,0.1045,0.017,0.023,,,0.24734361000000002,0.08789611,0.1129645,0.018377,0.024863,
Appenzell Innerrhoden,2023,H8,maison_individuelle,Cheapest product,0.248,0.0866,0.1384,0.0,0.023,,,0.268088,0.09361459999999999,0.14961039999999998,0.0,0.024863,
Jura,2018,C7,appartement,Cheapest product,0.14432999999999999,0.048339999999999994,0.073,0.0,0.023,,,0.15602072999999997,0.05225553999999999,0.078913,0.0,0.024863,
Bern,2024,C7,appartement,Cheapest product,0.20013000000000003,0.07213,0.10496,4e-05,0.023,,,0.21634053000000003,0.07797253,0.11346176,4.324e-05,0.024863,
Basel Landschaft,2022,H2,maison_individuelle,Cheapest product,0.23229,0.12066,0.08263,0.006,0.023,,,0.25110549,0.13043346,0.08932303,0.006486,0.024863,
Zurich,2020,H8,maison_individuelle,Cheapest product,0.18003,0.08105000000000001,0.07139000000000001,0.0034999999999999996,0.023,,,0.19461242999999998,0.08761505000000001,0.07717259000000001,0.0037834999999999995,0.024863,
Solothurn,2020,H8,maison_individuelle,Cheapest product,0.20620000000000002,0.0858,0.08266,0.01016,0.023,,,0.22290220000000002,0.0927498,0.08935546,0.01098296,0.024863,
Aargau,2020,H6,maison_individuelle,Cheapest product,0.17042000000000002,0.05576,0.08840999999999999,0.0032500000000000003,0.023,,,0.18422402000000002,0.06027655999999999,0.09557120999999999,0.0035132500000000003,0.024863,
Fribourg,2024,H8,maison_individuelle,Cheapest product,0.30937000000000003,0.11153,0.17484000000000002,0.0,0.023,,,0.33442897000000005,0.12056393,0.18900204,0.0,0.024863,
Valais,2024,C7,appartement,Cheapest product,0.24545000000000003,0.06109,0.16136,0.0,0.023,,,0.26533145,0.06603829,0.17443016,0.0,0.024863,
Obwalden,2024,C7,appartement,Cheapest product,0.22064,0.06358,0.12506,0.009000000000000001,0.023,,,0.23851184,0.06872998,0.13518986,0.009729000000000002,0.024863,
St Gallen,2019,H6,maison_individuelle,Cheapest product,0.15077,0.05339000000000001,0.05872,0.0087,0.023,,,0.16298237,0.05771459,0.06347632,0.009404699999999998,0.024863,
Lucerne,2023,C7,appartement,Cheapest product,0.22326000000000001,0.044809999999999996,0.15097,0.0044800000000000005,0.023,,,0.24134406,0.048439609999999994,0.16319857,0.00484288,0.024863,
Lucerne,2018,H5,maison_individuelle,Cheapest product,0.17937,0.07799,0.07058,0.0078000000000000005,0.023,,,0.19389897,0.08430719,0.07629698,0.0084318,0.024863,
Zug,2021,C7,appartement,Cheapest product,0.14837,0.06022,0.06280000000000001,0.0023499999999999997,0.023,,,0.16038797,0.06509782,0.06788680000000001,0.0025403499999999994,0.024863,
Zurich,2025,H6,maison_individuelle,Cheapest product,0.18003,0.08106999999999999,0.050460000000000005,0.0255,0.023,,,0.19461242999999998,0.08763666999999999,0.05454726,0.027565499999999996,0.024863,
Jura,2019,C7,appartement,Cheapest product,0.14324,0.047240000000000004,0.073,0.0,0.023,,,0.15484244,0.051066440000000005,0.078913,0.0,0.024863,
Jura,2025,C6,appartement,Cheapest product,0.19946999999999998,0.07067,0.1036,0.0022,0.023,,,0.21562706999999998,0.07639427,0.1119916,0.0023782,0.024863,
Zug,2026,H6,maison_individuelle,Cheapest product,0.21530000000000002,0.07825,0.10061,0.0106,0.023,0.0028299999999999996,70.8,0.2327393,0.08458825,0.10875941,0.0114586,0.024863,0.0030592299999999996
Grisons,2021,H8,maison_individuelle,Cheapest product,0.19557,0.07837,0.078,0.011399999999999999,0.023,,,0.21141116999999998,0.08471796999999999,0.08431799999999999,0.012323399999999998,0.024863,
Solothurn,2023,C7,appartement,Cheapest product,0.16998000000000002,0.05252,0.08696,0.003,0.023,,,0.18374838000000002,0.05677412,0.09400375999999999,0.003243,0.024863,
Zurich,2020,H6,maison_individuelle,Cheapest product,0.14749,0.05961,0.06366,0.0032,0.023,,,0.15943669,0.06443841,0.06881646,0.0034592,0.024863,
Obwalden,2021,H8,maison_individuelle,Cheapest product,0.19635000000000002,0.09086,0.06849,0.013999999999999999,0.023,,,0.21225435,0.09821965999999999,0.07403768999999999,0.015133999999999998,0.024863,
Bern,2025,H8,maison_individuelle,Cheapest product,0.26239999999999997,0.124,0.10039999999999999,0.015,0.023,,,0.2836544,0.134044,0.10853239999999999,0.016215,0.024863,
Appenzell Innerrhoden,2019,H8,maison_individuelle,Cheapest product,0.16329999999999997,0.0742,0.0661,0.0,0.023,,,0.17652729999999997,0.0802102,0.0714541,0.0,0.024863,
St Gallen,2018,H8,maison_individuelle,Cheapest product,0.1728,0.07825,0.06138,0.006,0.023,,,0.1867968,0.08458825,0.06635178,0.006486,0.024863,
Uri,2024,C6,appartement,Cheapest product,0.23990999999999998,0.08009000000000001,0.13182,0.005,0.023,,,0.25934271,0.08657729,0.14249741999999999,0.005405,0.024863,
Obwalden,2026,C7,appartement,Cheapest product,0.18419,0.059160000000000004,0.09293,0.009000000000000001,0.023,0.0001,744.0,0.19910939,0.06395196,0.10045733,0.009729000000000002,0.024863,0.0001081
St Gallen,2018,H6,maison_individuelle,Cheapest product,0.14276,0.055869999999999996,0.057539999999999994,0.006,0.023,,,0.15432356,0.06039546999999999,0.06220073999999999,0.006486,0.024863,
Lucerne,2022,C7,appartement,Cheapest product,0.13589,0.03779,0.0713,0.0038,0.023,,,0.14689709,0.04085099,0.0770753,0.0041078,0.024863,
Grisons,2020,H8,maison_individuelle,Cheapest product,0.20137,0.07237,0.078,0.011399999999999999,0.023,,,0.21768096999999997,0.07823197,0.08431799999999999,0.012323399999999998,0.024863,
Fribourg,2019,C2,appartement,Cheapest product,0.19447,0.07740999999999999,0.09406,0.0,0.023,,,0.21022206999999998,0.08368020999999999,0.10167886,0.0,0.024863,
Solothurn,2019,C4,appartement,Cheapest product,0.17980000000000002,0.07565000000000001,0.08018,0.01,0.023,,,0.1943638,0.08177765000000001,0.08667458,0.01081,0.024863,
Ticino,2021,H5,maison_individuelle,Cheapest product,0.17948,0.07155,0.062430000000000006,0.0225,0.023,,,0.19401788,0.07734555,0.06748683,0.024322499999999997,0.024863,
Zug,2018,C4,appartement,Cheapest product,0.14611000000000002,0.06537,0.055389999999999995,0.0023499999999999997,0.023,,,0.15794491000000002,0.07066497,0.05987658999999999,0.0025403499999999994,0.024863,
Fribourg,2022,C6,appartement,Cheapest product,0.1491,0.03984,0.08625999999999999,0.0,0.023,,,0.16117710000000002,0.04306704,0.09324705999999998,0.0,0.024863,
Solothurn,2018,C2,appartement,Cheapest product,0.20181000000000002,0.08242000000000001,0.08968999999999999,0.01,0.023,,,0.21815661,0.08909602,0.09695488999999999,0.01081,0.024863,
Schaffhausen,2021,C7,appartement,Cheapest product,0.11957000000000001,0.04104,0.055529999999999996,0.0,0.023,,,0.12925517,0.04436424,0.06002792999999999,0.0,0.024863,
Lucerne,2023,C2,appartement,Cheapest product,0.28442,0.09055999999999999,0.1618,0.00906,0.023,,,0.30745802,0.09789535999999999,0.1749058,0.00979386,0.024863,
Glarus,2018,H2,maison_individuelle,Cheapest product,0.22066,0.12943,0.057229999999999996,0.003,0.023,,,0.23853345999999997,0.13991383,0.06186562999999999,0.003243,0.024863,
Zug,2019,C3,appartement,Cheapest product,0.15088,0.0703,0.05758,0.0,0.023,,,0.16310128,0.0759943,0.06224398,0.0,0.024863,
Thurgau,2018,H6,maison_individuelle,Cheapest product,0.14507,0.06952,0.05,0.0031,0.023,,,0.15682067,0.07515112,0.05405,0.0033510999999999997,0.024863,
Zug,2025,C3,appartement,Cheapest product,0.25776,0.11026,0.1245,0.0,0.023,,,0.27863856,0.11919105999999999,0.1345845,0.0,0.024863,
Bern,2025,H4,maison_individuelle,Cheapest product,0.276,0.13413,0.10387,0.015,0.023,,,0.298356,0.14499452999999998,0.11228347,0.016215,0.024863,
Jura,2019,H6,maison_individuelle,Cheapest product,0.16668,0.05928,0.07786,0.006540000000000001,0.023,,,0.18018108,0.06408168,0.08416665999999999,0.007069740000000001,0.024863,
Bern,2026,C6,appartement,Cheapest product,0.19124,0.06907,0.0986,0.0002,0.023,0.00037999999999999997,564.0,0.20673044,0.07466467,0.10658659999999999,0.0002162,0.024863,0.00041077999999999997
Grisons,2025,C3,appartement,Cheapest product,0.29366,0.13116,0.1195,0.02,0.023,,,0.31744646,0.14178396,0.1291795,0.02162,0.024863,
Solothurn,2026,C2,appartement,Cheapest product,0.24334,0.09824999999999999,0.113775,0.01,0.023,0.0026,78.0,0.26305054,0.10620824999999999,0.122990775,0.01081,0.024863,0.0028106
Uri,2018,C6,appartement,Cheapest product,0.14106,0.06378,0.04928,0.005,0.023,,,0.15248585999999997,0.06894618,0.053271679999999995,0.005405,0.024863,
Ticino,2025,C2,appartement,Cheapest product,0.25293,0.10113,0.1065,0.0223,0.023,,,0.27341732999999996,0.10932153,0.11512649999999999,0.0241063,0.024863,
Basel Landschaft,2026,H4,maison_individuelle,Cheapest product,0.29996,0.1431,0.11538,0.0034000000000000002,0.023,0.015069999999999998,67.8,0.32425676,0.1546911,0.12472578,0.0036754,0.024863,0.016290669999999997
Uri,2018,C3,appartement,Cheapest product,0.17081,0.08692,0.05389,0.006999999999999999,0.023,,,0.18464561,0.09396051999999999,0.058255089999999995,0.007566999999999999,0.024863,
Vaud,2020,C3,appartement,Cheapest product,0.17968,0.06979,0.07789,0.009000000000000001,0.023,,,0.19423408,0.07544299,0.08419909,0.009729000000000002,0.024863,
Schwyz,2024,H4,maison_individuelle,Cheapest product,0.2893,0.12914,0.13107,0.0124,0.023,,,0.3127333,0.13960034,0.14168667,0.013404399999999999,0.024863,
Grisons,2021,C3,appartement,Cheapest product,0.18917,0.08352499999999999,0.076,0.0095,0.023,,,0.20449277,0.09029052499999998,0.08215599999999999,0.010269499999999999,0.024863,
Solothurn,2020,C7,appartement,Cheapest product,0.14740999999999999,0.043710000000000006,0.07977000000000001,0.0,0.023,,,0.15935021,0.04725051,0.08623137,0.0,0.024863,
Schwyz,2025,H8,maison_individuelle,Cheapest product,0.26616,0.11728999999999999,0.11347,0.01,0.023,,,0.28771896,0.12679048999999998,0.12266107,0.01081,0.024863,
Uri,2022,C6,appartement,Cheapest product,0.14156000000000002,0.06218,0.05138,0.005,0.023,,,0.15302636000000003,0.06721658,0.05554178,0.005405,0.024863,
Jura,2022,H8,maison_individuelle,Cheapest product,0.2284,0.10300000000000001,0.0874,0.015,0.023,,,0.2469004,0.11134300000000001,0.0944794,0.016215,0.024863,
Solothurn,2020,H6,maison_individuelle,Cheapest product,0.16113,0.059829999999999994,0.06916,0.01016,0.023,,,0.17418153,0.06467622999999999,0.07476196,0.01098296,0.024863,
St Gallen,2020,H8,maison_individuelle,Cheapest product,0.18760000000000002,0.073,0.0723,0.006,0.023,,,0.20279560000000002,0.078913,0.0781563,0.006486,0.024863,
Glarus,2021,H2,maison_individuelle,Cheapest product,0.22832,0.13648,0.06585,0.003,0.023,,,0.24681392,0.14753487999999998,0.07118385,0.003243,0.024863,
Bern,2022,H8,maison_individuelle,Cheapest product,0.2284,0.10300000000000001,0.0874,0.015,0.023,,,0.2469004,0.11134300000000001,0.0944794,0.016215,0.024863,
Solothurn,2021,H8,maison_individuelle,Cheapest product,0.20620000000000002,0.0858,0.08266,0.01016,0.023,,,0.22290220000000002,0.0927498,0.08935546,0.01098296,0.024863,
Jura,2024,C2,appartement,Cheapest product,0.2588,0.1243,0.1015,0.01,0.023,,,0.2797628,0.1343683,0.1097215,0.01081,0.024863,
Valais,2019,H8,maison_individuelle,Cheapest product,0.15789999999999998,0.06684999999999999,0.063,0.0077,0.023,,,0.17068989999999998,0.07226484999999999,0.068103,0.0083237,0.024863,
Schwyz,2023,H8,maison_individuelle,Cheapest product,0.24014,0.09713,0.10998,0.0085,0.023,,,0.25959134,0.10499752999999999,0.11888837999999999,0.0091885,0.024863,
Valais,2021,H8,maison_individuelle,Cheapest product,0.16094,0.0662,0.0638,0.007940000000000001,0.023,,,0.17397614,0.07156219999999999,0.0689678,0.008583140000000001,0.024863,
Ticino,2021,C2,appartement,Cheapest product,0.18985,0.07235,0.07200000000000001,0.0225,0.023,,,0.20522785,0.07821035,0.07783200000000001,0.024322499999999997,0.024863,
Zug,2020,C7,appartement,Cheapest product,0.14745,0.05495,0.06715,0.0023499999999999997,0.023,,,0.15939345,0.059400949999999994,0.07258915,0.0025403499999999994,0.024863,
Geneva,2018,C7,appartement,Cheapest product,0.12638,0.03852,0.06485,0.0,0.023,,,0.13661678,0.041640119999999996,0.07010285000000001,0.0,0.024863,
Valais,2024,C2,appartement,Cheapest product,0.27013000000000004,0.11861000000000001,0.11892,0.00959,0.023,,,0.29201053000000005,0.12821741,0.12855252,0.010366789999999999,0.024863,
Fribourg,2022,C2,appartement,Cheapest product,0.19539,0.07833,0.09406,0.0,0.023,,,0.21121659,0.08467472999999999,0.10167886,0.0,0.024863,
Bern,2021,H6,maison_individuelle,Cheapest product,0.16582999999999998,0.05848,0.076,0.006540000000000001,0.023,,,0.17926222999999997,0.06321687999999999,0.08215599999999999,0.007069740000000001,0.024863,
Fribourg,2025,H8,maison_individuelle,Cheapest product,0.25858000000000003,0.09948,0.1361,0.0,0.023,,,0.27952498000000003,0.10753787999999999,0.14712409999999998,0.0,0.024863,
Bern,2019,C7,appartement,Cheapest product,0.14324,0.047240000000000004,0.073,0.0,0.023,,,0.15484244,0.051066440000000005,0.078913,0.0,0.024863,
Grisons,2019,H8,maison_individuelle,Cheapest product,0.19417,0.08288000000000001,0.078,0.011399999999999999,0.023,,,0.20989777,0.08959328000000001,0.08431799999999999,0.012323399999999998,0.024863,
St Gallen,2022,H8,maison_individuelle,Cheapest product,0.1953,0.0851,0.07719999999999999,0.006,0.023,,,0.21111929999999998,0.0919931,0.08345319999999999,0.006486,0.024863,
Schwyz,2019,H2,maison_individuelle,Cheapest product,0.22206,0.1174,0.07439,0.0124,0.023,,,0.24004686,0.1269094,0.08041559,0.013404399999999999,0.024863,
