canton,building_type,scenario,year,price_ttc_chf_kwh
Schwyz,maison_individuelle,neutral,2032,0.3546179591699683
Schwyz,maison_individuelle,neutral,2033,0.36621438584095234
Schwyz,maison_individuelle,neutral,2034,0.3781900293791538
Schwyz,maison_individuelle,neutral,2035,0.39055729062463007
Schwyz,maison_individuelle,neutral,2036,0.4033289759395747
Schwyz,maison_individuelle,neutral,2037,0.4165183104693709
Schwyz,maison_individuelle,neutral,2038,0.43013895183729756
Schwyz,maison_individuelle,neutral,2039,0.44420500428706744
Schwyz,maison_individuelle,neutral,2040,0.4587310332878438
Schwyz,maison_individuelle,neutral,2041,0.4737320806168582
Schwyz,maison_individuelle,neutral,2042,0.4892236799352474
Schwyz,maison_individuelle,neutral,2043,0.5052218728732392
Schwyz,maison_individuelle,neutral,2044,0.5217432256413419
Schwyz,maison_individuelle,neutral,2045,0.5388048461847406
Schwyz,maison_individuelle,neutral,2046,0.5564244018986614
Schwyz,maison_individuelle,neutral,2047,0.5746201379230493
Schwyz,maison_individuelle,neutral,2048,0.5934108960355043
Schwyz,maison_individuelle,neutral,2049,0.6128161341620381
Schwyz,maison_individuelle,neutral,2050,0.6328559465258553
Schwyz,maison_individuelle,neutral,2051,0.6535510844550252
Solothurn,maison_individuelle,neutral,2026,0.3136386375
Solothurn,maison_individuelle,neutral,2027,0.32389499188619403
Solothurn,maison_individuelle,neutral,2028,0.33448674119099153
Solothurn,maison_individuelle,neutral,2029,0.3454248532249018
Solothurn,maison_individuelle,neutral,2030,0.3567206544588095
Solothurn,maison_individuelle,neutral,2031,0.3683858417525932
Solothurn,maison_individuelle,neutral,2032,0.380432494467283
Solothurn,maison_individuelle,neutral,2033,0.39287308697330114
Solothurn,maison_individuelle,neutral,2034,0.40572050156773615
Solothurn,maison_individuelle,neutral,2035,0.418988041814027
Solothurn,maison_individuelle,neutral,2036,0.4326894463178715
Solothurn,maison_individuelle,neutral,2037,0.4468389029536221
Solothurn,maison_individuelle,neutral,2038,0.4614510635559028
Solothurn,maison_individuelle,neutral,2039,0.4765410590916584
Solothurn,maison_individuelle,neutral,2040,0.4921245153283482
Solothurn,maison_individuelle,neutral,2041,0.508217569014508
Solothurn,maison_individuelle,neutral,2042,0.5248368845894356
Solothurn,maison_individuelle,neutral,2043,0.5419996714393027
Solothurn,maison_individuelle,neutral,2044,0.5597237017175627
Solothurn,maison_individuelle,neutral,2045,0.5780273287481056
Solothurn,maison_individuelle,neutral,2046,0.5969295060302194
Solothurn,maison_individuelle,neutral,2047,0.616449806865035
Solothurn,maison_individuelle,neutral,2048,0.6366084446237794
Solothurn,maison_individuelle,neutral,2049,0.6574262936788253
Solothurn,maison_individuelle,neutral,2050,0.6789249110192099
Solothurn,maison_individuelle,neutral,2051,0.7011265585730074
St Gallen,maison_individuelle,neutral,2026,0.29872287766359396
St Gallen,maison_individuelle,neutral,2027,0.30849146906229086
St Gallen,maison_individuelle,neutral,2028,0.31857950495302345
St Gallen,maison_individuelle,neutral,2029,0.3289974315484878
St Gallen,maison_individuelle,neutral,2030,0.33975603666488996
St Gallen,maison_individuelle,neutral,2031,0.35086646089278456
St Gallen,maison_individuelle,neutral,2032,0.36234020913321324
St Gallen,maison_individuelle,neutral,2033,0.37418916251108875
St Gallen,maison_individuelle,neutral,2034,0.38642559067816007
St Gallen,maison_individuelle,neutral,2035,0.3990621645182998
St Gallen,maison_individuelle,neutral,2036,0.4121119692682689
St Gallen,maison_individuelle,neutral,2037,0.4255885180675464
St Gallen,maison_individuelle,neutral,2038,0.4395057659512543
St Gallen,maison_individuelle,neutral,2039,0.4538781243006675
St Gallen,maison_individuelle,neutral,2040,0.468720475766273
St Gallen,maison_individuelle,neutral,2041,0.4840481896788306
St Gallen,maison_individuelle,neutral,2042,0.499877137964393
St Gallen,maison_individuelle,neutral,2043,0.5162237115797665
St Gallen,maison_individuelle,neutral,2044,0.5331048374854308
St Gallen,maison_individuelle,neutral,2045,0.5505379961734924
St Gallen,maison_individuelle,neutral,2046,0.5685412397688242
St Gallen,maison_individuelle,neutral,2047,0.5871332107221324
St Gallen,maison_individuelle,neutral,2048,0.6063331611143098
St Gallen,maison_individuelle,neutral,2049,0.6261609725920638
St Gallen,maison_individuelle,neutral,2050,0.6466371769554632
St Gallen,maison_individuelle,neutral,2051,0.6677829774187217
Thurgau,maison_individuelle,neutral,2026,0.29546756577299604
Thurgau,maison_individuelle,neutral,2027,0.3051297046228179
Thurgau,maison_individuelle,neutral,2028,0.315107806840426
Thurgau,maison_individuelle,neutral,2029,0.3254122048016363
Thurgau,maison_individuelle,neutral,2030,0.33605356876317416
Thurgau,maison_individuelle,neutral,2031,0.34704291791177944
Thurgau,maison_individuelle,neutral,2032,0.35839163177463074
Thurgau,maison_individuelle,neutral,2033,0.37011146200290407
Thurgau,maison_individuelle,neutral,2034,0.3822145445406675
Thurgau,maison_individuelle,neutral,2035,0.3947134121917133
Thurgau,maison_individuelle,neutral,2036,0.4076210075973402
Thurgau,maison_individuelle,neutral,2037,0.42095069663852475
Thurgau,maison_individuelle,neutral,2038,0.43471628227635917
Thurgau,maison_individuelle,neutral,2039,0.4489320188450882
Thurgau,maison_individuelle,neutral,2040,0.46361262681254484
Thurgau,maison_individuelle,neutral,2041,0.4787733080232702
Thurgau,maison_individuelle,neutral,2042,0.4944297614401012
Thurgau,maison_individuelle,neutral,2043,0.5105981994005264
Thurgau,maison_individuelle,neutral,2044,0.5272953644046448
Thurgau,maison_individuelle,neutral,2045,0.5445385464521095
Thurgau,maison_individuelle,neutral,2046,0.562345600946012
Thurgau,maison_individuelle,neutral,2047,0.5807349671822416
Thurgau,maison_individuelle,neutral,2048,0.5997256874434715
Thurgau,maison_individuelle,neutral,2049,0.61933742671754
Thurgau,maison_individuelle,neutral,2050,0.639590493060645
Thurgau,maison_individuelle,neutral,2051,0.6605058586264406
Ticino,maison_individuelle,neutral,2026,0.2849974584832067
Ticino,maison_individuelle,neutral,2027,0.2943172124416723
Ticino,maison_individuelle,neutral,2028,0.3039417333770387
Ticino,maison_individuelle,neutral,2029,0.313880987529898
Ticino,maison_individuelle,neutral,2030,0.3241452670486967
Ticino,maison_individuelle,neutral,2031,0.33474520064730806
Ticino,maison_individuelle,neutral,2032,0.34569176461111945
Ticino,maison_individuelle,neutral,2033,0.35699629416303225
Ticino,maison_individuelle,neutral,2034,0.36867049520114265
Ticino,maison_individuelle,neutral,2035,0.3807264564202592
Ticino,maison_individuelle,neutral,2036,0.39317666182980804
Ticino,maison_individuelle,neutral,2037,0.40603400368108833
Ticino,maison_individuelle,neutral,2038,0.4193117958172643
Ticino,maison_individuelle,neutral,2039,0.43302378745991793
Ticino,maison_individuelle,neutral,2040,0.44718417744643824
Ticino,maison_individuelle,neutral,2041,0.46180762893298966
Ticino,maison_individuelle,neutral,2042,0.47690928457828535
Ticino,maison_individuelle,neutral,2043,0.49250478222388755
Ticino,maison_individuelle,neutral,2044,0.5086102710872725
Ticino,maison_individuelle,neutral,2045,0.5252424284844276
Ticino,maison_individuelle,neutral,2046,0.5424184770992972
Ticino,maison_individuelle,neutral,2047,0.5601562028179599
Ticino,maison_individuelle,neutral,2048,0.5784739731460042
Ticino,maison_individuelle,neutral,2049,0.5973907562281751
Ticino,maison_individuelle,neutral,2050,0.6169261404899837
Ticino,maison_individuelle,neutral,2051,0.637100354921623
Uri,maison_individuelle,neutral,2026,0.2940680113102813
Uri,maison_individuelle,neutral,2027,0.3036843830739214
Uri,maison_individuelle,neutral,2028,0.313615221567501
Uri,maison_individuelle,neutral,2029,0.3238708102250083
Uri,maison_individuelle,neutral,2030,0.33446176876088535
Uri,maison_individuelle,neutral,2031,0.34539906416679633
Uri,maison_individuelle,neutral,2032,0.3566940220680033
Uri,maison_individuelle,neutral,2033,0.36835833845110955
Uri,maison_individuelle,neutral,2034,0.3804040917753127
Uri,maison_individuelle,neutral,2035,0.3928437554797116
Uri,maison_individuelle,neutral,2036,0.4056902108996159
Uri,maison_individuelle,neutral,2037,0.4189567606052345
Uri,maison_individuelle,neutral,2038,0.4326571421765552
Uri,maison_individuelle,neutral,2039,0.44680554242867876
Uri,maison_individuelle,neutral,2040,0.46141661210233836
Uri,maison_individuelle,neutral,2041,0.4765054810348167
Uri,maison_individuelle,neutral,2042,0.49208777382696967
Uri,maison_individuelle,neutral,2043,0.5081796260225803
Uri,maison_individuelle,neutral,2044,0.5247977008167967
Uri,maison_individuelle,neutral,2045,0.5419592063109558
Uri,maison_individuelle,neutral,2046,0.559681913331661
Uri,maison_individuelle,neutral,2047,0.5779841738325618
Uri,maison_individuelle,neutral,2048,0.5968849398978981
Uri,maison_individuelle,neutral,2049,0.6164037833674785
Uri,maison_individuelle,neutral,2050,0.6365609161034209
Uri,maison_individuelle,neutral,2051,0.6573772109196392
Valais,maison_individuelle,neutral,2026,0.283773338056765
Valais,maison_individuelle,neutral,2027,0.29305306182952057
Valais,maison_individuelle,neutral,2028,0.30263624354476065
Valais,maison_individuelle,neutral,2029,0.31253280663610356
Valais,maison_individuelle,neutral,2030,0.3227529990451837
Valais,maison_individuelle,neutral,2031,0.33330740383344687
Valais,maison_individuelle,neutral,2032,0.3442069501409649
Valais,maison_individuelle,neutral,2033,0.35546292450361583
Valais,maison_individuelle,neutral,2034,0.36708698254034927
Valais,maison_individuelle,neutral,2035,0.37909116102263984
Valais,maison_individuelle,neutral,2036,0.39148789033862513
Valais,maison_individuelle,neutral,2037,0.4042900073648362
Valais,maison_individuelle,neutral,2038,0.41751076875884896
Valais,maison_individuelle,neutral,2039,0.43116386468662043
Valais,maison_individuelle,neutral,2040,0.44526343299872606
Valais,maison_individuelle,neutral,2041,0.4598240738701757
Valais,maison_individuelle,neutral,2042,0.47486086491896984
Valais,maison_individuelle,neutral,2043,0.4903893768190496
Valais,maison_individuelle,neutral,2044,0.5064256894238096
Valais,maison_individuelle,neutral,2045,0.5229864084168679
Valais,maison_individuelle,neutral,2046,0.5400886825073368
Valais,maison_individuelle,neutral,2047,0.5577502211873978
Valais,maison_individuelle,neutral,2048,0.5759893130705719
Valais,maison_individuelle,neutral,2049,0.5948248448296724
Valais,maison_individuelle,neutral,2050,0.6142763207540505
Valais,maison_individuelle,neutral,2051,0.6343638829463869
Vaud,maison_individuelle,neutral,2026,0.3081677977758707
Vaud,maison_individuelle,neutral,2027,0.3182452492327318
Vaud,maison_individuelle,neutral,2028,0.32865224527081893
Vaud,maison_individuelle,neutral,2029,0.33939956238769003
Vaud,maison_individuelle,neutral,2030,0.35049832948511855
Vaud,maison_individuelle,neutral,2031,0.36196003939312815
Vaud,maison_individuelle,neutral,2032,0.37379656077087664
Vaud,maison_individuelle,neutral,2033,0.38602015039671356
Vaud,maison_individuelle,neutral,2034,0.3986434658601364
Vaud,maison_individuelle,neutral,2035,0.41167957866878924
Vaud,maison_individuelle,neutral,2036,0.4251419877840761
Vaud,maison_individuelle,neutral,2037,0.43904463359940377
Vaud,maison_individuelle,neutral,2038,0.45340191237553096
Vaud,maison_individuelle,neutral,2039,0.4682286911479694
Vaud,maison_individuelle,neutral,2040,0.48354032312187556
Vaud,maison_individuelle,neutral,2041,0.49935266357037245
Vaud,maison_individuelle,neutral,2042,0.5156820862527665
Vaud,maison_individuelle,neutral,2043,0.5325455003696583
Vaud,maison_individuelle,neutral,2044,0.549960368072507
Vaud,maison_individuelle,neutral,2045,0.5679447225457767
Vaud,maison_individuelle,neutral,2046,0.5865171866803912
Vaud,maison_individuelle,neutral,2047,0.605696992357833
Vaud,maison_individuelle,neutral,2048,0.6255040003648544
Vaud,maison_individuelle,neutral,2049,0.645958720959424
Vaud,maison_individuelle,neutral,2050,0.6670823351092031
Vaud,maison_individuelle,neutral,2051,0.6888967164245468
Zug,maison_individuelle,neutral,2026,0.3306053483805887
Zug,maison_individuelle,neutral,2027,0.34141653427908136
Zug,maison_individuelle,neutral,2028,0.35258125874282803
Zug,maison_individuelle,neutral,2029,0.364111082901042
Zug,maison_individuelle,neutral,2030,0.3760179459455352
Zug,maison_individuelle,neutral,2031,0.38831417749381236
Zug,maison_individuelle,neutral,2032,0.4010125103564527
Zug,maison_individuelle,neutral,2033,0.4141260937220005
Zug,maison_individuelle,neutral,2034,0.42766850677301704
Zug,maison_individuelle,neutral,2035,0.44165377274739326
Zug,maison_individuelle,neutral,2036,0.4560963734594846
Zug,maison_individuelle,neutral,2037,0.47101126429610346
Zug,maison_individuelle,neutral,2038,0.48641388970289867
Zug,maison_individuelle,neutral,2039,0.5023201991771579
Zug,maison_individuelle,neutral,2040,0.5187466637835937
Zug,maison_individuelle,neutral,2041,0.5357102932102148
Zug,maison_individuelle,neutral,2042,0.5532286533819455
Zug,maison_individuelle,neutral,2043,0.5713198846502299
Zug,maison_individuelle,neutral,2044,0.5900027205774592
Zug,maison_individuelle,neutral,2045,0.6092965073356706
Zug,maison_individuelle,neutral,2046,0.6292212237396083
Zug,maison_individuelle,neutral,2047,0.6497975019348868
Zug,maison_individuelle,neutral,2048,0.671046648762684
Zug,maison_individuelle,neutral,2049,0.6929906678230843
Zug,maison_individuelle,neutral,2050,0.715652282259918
Zug,maison_individuelle,neutral,2051,0.7390549582906932
Zurich,maison_individuelle,neutral,2026,0.259737275
Zurich,maison_individuelle,neutral,2027,0.26823099108338383
Zurich,maison_individuelle,neutral,2028,0.2770024617281995
Zurich,maison_individuelle,neutral,2029,0.28606076983710577
Zurich,maison_individuelle,neutral,2030,0.29541529533442057
Zurich,maison_individuelle,neutral,2031,0.30507572487908086
Zurich,maison_individuelle,neutral,2032,0.31505206189522694
Zurich,maison_individuelle,neutral,2033,0.3253546369307998
Zurich,maison_individuelle,neutral,2034,0.33599411835487586
Zurich,maison_individuelle,neutral,2035,0.3469815234048178
Zurich,maison_individuelle,neutral,2036,0.3583282295946803
Zurich,maison_individuelle,neutral,2037,0.3700459864966836
Zurich,maison_individuelle,neutral,2038,0.38214692790795585
Zurich,maison_individuelle,neutral,2039,0.39464358441514186
Zurich,maison_individuelle,neutral,2040,0.40754889636988967
Zurich,maison_individuelle,neutral,2041,0.4208762272886507
Zurich,maison_individuelle,neutral,2042,0.43463937769066946
Zurich,maison_individuelle,neutral,2043,0.4488525993884915
Zurich,maison_individuelle,neutral,2044,0.4635306102457882
Zurich,maison_individuelle,neutral,2045,0.47868860941777974
Zurich,maison_individuelle,neutral,2046,0.49434229309003824
Zurich,maison_individuelle,neutral,2047,0.5105078707319677
Zurich,maison_individuelle,neutral,2048,0.5272020818817925
Zurich,maison_individuelle,neutral,2049,0.5444422134804351
Zurich,maison_individuelle,neutral,2050,0.562246117772231
Zurich,maison_individuelle,neutral,2051,0.5806322307910193
Aargau,appartement,optimistic,2026,0.25571055
Aargau,appartement,optimistic,2027,0.2621146741489499
Aargau,appartement,optimistic,2028,0.2686791859163034
Aargau,appartement,optimistic,2029,0.2754081021180277
Aargau,appartement,optimistic,2030,0.28230554016894316
Aargau,appartement,optimistic,2031,0.2893757206021646
Aargau,appartement,optimistic,2032,0.29662296965163915
Aargau,appartement,optimistic,2033,0.3040517218993634
Aargau,appartement,optimistic,2034,0.31166652298889813
Aargau,appartement,optimistic,2035,0.3194720324068414
Aargau,appartement,optimistic,2036,0.3274730263339624
Aargau,appartement,optimistic,2037,0.33567440056773984
Aargau,appartement,optimistic,2038,0.3440811735180939
Aargau,appartement,optimistic,2039,0.35269848927814473
Aargau,appartement,optimistic,2040,0.36153162077187595
Aargau,appartement,optimistic,2041,0.37058597298062984
Aargau,appartement,optimistic,2042,0.3798670862504084
Aargau,appartement,optimistic,2043,0.3893806396820032
Aargau,appartement,optimistic,2044,0.39913245460603
Aargau,appartement,optimistic,2045,0.4091284981449928
Aargau,appartement,optimistic,2046,0.41937488686455865
Aargau,appartement,optimistic,2047,0.4298778905162753
Aargau,appartement,optimistic,2048,0.4406439358740243
Aargau,appartement,optimistic,2049,0.4516796106665551
Aargau,appartement,optimistic,2050,0.46299166760850763
Aargau,appartement,optimistic,2051,0.4745870285323891
Appenzell Ausserrhoden,appartement,optimistic,2026,0.2416791699999999
Appenzell Ausserrhoden,appartement,optimistic,2027,0.24773188627977472
Appenzell Ausserrhoden,appartement,optimistic,2028,0.25393618936930007
Appenzell Ausserrhoden,appartement,optimistic,2029,0.2602958756733351
Appenzell Ausserrhoden,appartement,optimistic,2030,0.26681483667542
Appenzell Ausserrhoden,appartement,optimistic,2031,0.2734970613190696
Appenzell Ausserrhoden,appartement,optimistic,2032,0.2803466384486026
Appenzell Ausserrhoden,appartement,optimistic,2033,0.28736775931109976
Appenzell Ausserrhoden,appartement,optimistic,2034,0.2945647201210227
Appenzell Ausserrhoden,appartement,optimistic,2035,0.30194192468906156
Appenzell Ausserrhoden,appartement,optimistic,2036,0.30950388711682075
Appenzell Ausserrhoden,appartement,optimistic,2037,0.31725523455899207
Appenzell Ausserrhoden,appartement,optimistic,2038,0.32520071005470397
Appenzell Ausserrhoden,appartement,optimistic,2039,0.33334517542978137
Appenzell Ausserrhoden,appartement,optimistic,2040,0.34169361427169
Appenzell Ausserrhoden,appartement,optimistic,2041,0.350251134978987
Appenzell Ausserrhoden,appartement,optimistic,2042,0.3590229738871434
Appenzell Ausserrhoden,appartement,optimistic,2043,0.3680144984726503
Appenzell Ausserrhoden,appartement,optimistic,2044,0.37723121063737086
Appenzell Ausserrhoden,appartement,optimistic,2045,0.38667875007514696
Appenzell Ausserrhoden,appartement,optimistic,2046,0.39636289772271965
Appenzell Ausserrhoden,appartement,optimistic,2047,0.40628957929707726
Appenzell Ausserrhoden,appartement,optimistic,2048,0.4164648689213932
Appenzell Ausserrhoden,appartement,optimistic,2049,0.4268949928417742
Appenzell Ausserrhoden,appartement,optimistic,2050,0.43758633323709156
Appenzell Ausserrhoden,appartement,optimistic,2051,0.44854543212422826
Appenzell Innerrhoden,appartement,optimistic,2026,0.251164134134492
Appenzell Innerrhoden,appartement,optimistic,2027,0.25745439590414054
Appenzell Innerrhoden,appartement,optimistic,2028,0.26390219367417006
Appenzell Innerrhoden,appartement,optimistic,2029,0.270511472843409
Appenzell Innerrhoden,appartement,optimistic,2030,0.27728627762093766
Appenzell Innerrhoden,appartement,optimistic,2031,0.2842307535007349
Appenzell Innerrhoden,appartement,optimistic,2032,0.29134914979829984
Appenzell Innerrhoden,appartement,optimistic,2033,0.2986458222508026
Appenzell Innerrhoden,appartement,optimistic,2034,0.3061252356823539
Appenzell Innerrhoden,appartement,optimistic,2035,0.31379196673602516
Appenzell Innerrhoden,appartement,optimistic,2036,0.32165070667429
Appenzell Innerrhoden,appartement,optimistic,2037,0.3297062642496018
Appenzell Innerrhoden,appartement,optimistic,2038,0.33796356864686244
Appenzell Innerrhoden,appartement,optimistic,2039,0.3464276724995845
Appenzell Innerrhoden,appartement,optimistic,2040,0.35510375498159047
Appenzell Innerrhoden,appartement,optimistic,2041,0.36399712497614256
Appenzell Innerrhoden,appartement,optimistic,2042,0.3731132243244411
Appenzell Innerrhoden,appartement,optimistic,2043,0.3824576311554801
Appenzell Innerrhoden,appartement,optimistic,2044,0.3920360632992966
Appenzell Innerrhoden,appartement,optimistic,2045,0.40185438178570354
Appenzell Innerrhoden,appartement,optimistic,2046,0.41191859443064593
Appenzell Innerrhoden,appartement,optimistic,2047,0.4222348595123753
Appenzell Innerrhoden,appartement,optimistic,2048,0.4328094895396921
Appenzell Innerrhoden,appartement,optimistic,2049,0.4436489551145612
Appenzell Innerrhoden,appartement,optimistic,2050,0.45475988889146474
Appenzell Innerrhoden,appartement,optimistic,2051,0.46614908963591434
Basel Landschaft,appartement,optimistic,2026,0.27835854314294944
Basel Landschaft,appartement,optimistic,2027,0.2853298732981123
Basel Landschaft,appartement,optimistic,2028,0.2924757964209763
Basel Landschaft,appartement,optimistic,2029,0.2998006850923391
Basel Landschaft,appartement,optimistic,2030,0.30730902140177796
Basel Landschaft,appartement,optimistic,2031,0.3150053996902346
Basel Landschaft,appartement,optimistic,2032,0.32289452936128593
Basel Landschaft,appartement,optimistic,2033,0.3309812377628221
Basel Landschaft,appartement,optimistic,2034,0.33927047314089404
Basel Landschaft,appartement,optimistic,2035,0.3477673076675386
Basel Landschaft,appartement,optimistic,2036,0.35647694054443396
Basel Landschaft,appartement,optimistic,2037,0.365404701184284
Basel Landschaft,appartement,optimistic,2038,0.37455605247187895
Basel Landschaft,appartement,optimistic,2039,0.3839365941068272
Basel Landschaft,appartement,optimistic,2040,0.3935520660300041
Basel Landschaft,appartement,optimistic,2041,0.403408351935814
Basel Landschaft,appartement,optimistic,2042,0.41351148287241496
Basel Landschaft,appartement,optimistic,2043,0.42386764093210916
Basel Landschaft,appartement,optimistic,2044,0.4344831630341568
Basel Landschaft,appartement,optimistic,2045,0.4453645448023286
Basel Landschaft,appartement,optimistic,2046,0.4565184445395694
Basel Landschaft,appartement,optimistic,2047,0.46795168730220443
Basel Landschaft,appartement,optimistic,2048,0.47967126907618257
Basel Landschaft,appartement,optimistic,2049,0.4916843610579105
Basel Landschaft,appartement,optimistic,2050,0.5039983140422986
Basel Landschaft,appartement,optimistic,2051,0.5166206629207016
Basel Stadt,appartement,optimistic,2026,0.3016260912162517
Basel Stadt,appartement,optimistic,2027,0.3091801437757233
Basel Stadt,appartement,optimistic,2028,0.3169233832514896
Basel Stadt,appartement,optimistic,2029,0.32486054772142564
Basel Stadt,appartement,optimistic,2030,0.33299649392585046
Basel Stadt,appartement,optimistic,2031,0.3413362002393608
Basel Stadt,appartement,optimistic,2032,0.3498847697170914
Basel Stadt,appartement,optimistic,2033,0.3586474332172677
Basel Stadt,appartement,optimistic,2034,0.3676295526019611
Basel Stadt,appartement,optimistic,2035,0.3768366240180051
Basel Stadt,appartement,optimistic,2036,0.38627428126008007
Basel Stadt,appartement,optimistic,2037,0.39594829921802493
Basel Stadt,appartement,optimistic,2038,0.4058645974104844
Basel Stadt,appartement,optimistic,2039,0.4160292436070544
Basel Stadt,appartement,optimistic,2040,0.42644845754114247
Basel Stadt,appartement,optimistic,2041,0.43712861471581393
Basel Stadt,appartement,optimistic,2042,0.448076250304954
Basel Stadt,appartement,optimistic,2043,0.4592980631521318
Basel Stadt,appartement,optimistic,2044,0.47080091986961375
Basel Stadt,appartement,optimistic,2045,0.4825918590400345
Basel Stadt,appartement,optimistic,2046,0.4946780955232963
Basel Stadt,appartement,optimistic,2047,0.5070670248713318
Basel Stadt,appartement,optimistic,2048,0.5197662278534328
Basel Stadt,appartement,optimistic,2049,0.5327834750949126
Basel Stadt,appartement,optimistic,2050,0.5461267318319414
Basel Stadt,appartement,optimistic,2051,0.559804162785463
Bern,appartement,optimistic,2026,0.2642504499999999
Bern,appartement,optimistic,2027,0.27086845104929524
Bern,appartement,optimistic,2028,0.277652196141367
Bern,appartement,optimistic,2029,0.2846058362407603
Bern,appartement,optimistic,2030,0.29173362627054805
Bern,appartement,optimistic,2031,0.2990399277159126
Bern,appartement,optimistic,2032,0.3065292112929324
Bern,appartement,optimistic,2033,0.31420605968420784
Bern,appartement,optimistic,2034,0.32207517034299776
Bern,appartement,optimistic,2035,0.33014135836758557
Bern,appartement,optimistic,2036,0.3384095594476309
Bern,appartement,optimistic,2037,0.34688483288431193
Bern,appartement,optimistic,2038,0.3555723646861046
Bern,appartement,optimistic,2039,0.3644774707420945
Bern,appartement,optimistic,2040,0.3736056000747624
Bern,appartement,optimistic,2041,0.38296233817423353
Bern,appartement,optimistic,2042,0.39255341041603176
Bern,appartement,optimistic,2043,0.4023846855644289
Bern,appartement,optimistic,2044,0.41246217936353413
Bern,appartement,optimistic,2045,0.42279205821831944
Bern,appartement,optimistic,2046,0.43338064296783485
Bern,appartement,optimistic,2047,0.444234412752921
Bern,appartement,optimistic,2048,0.45536000898078716
Bern,appartement,optimistic,2049,0.4667642393888791
Bern,appartement,optimistic,2050,0.4784540822105249
Bern,appartement,optimistic,2051,0.4904366904449059
Fribourg,appartement,optimistic,2026,0.269191851275709
Fribourg,appartement,optimistic,2027,0.2759336068874947
Fribourg,appartement,optimistic,2028,0.282844205904137
Fribourg,appartement,optimistic,2029,0.2899278769119279
Fribourg,appartement,optimistic,2030,0.297188954399679
Fribourg,appartement,optimistic,2031,0.30463188141098996
Fribourg,appartement,optimistic,2032,0.31226121226294024
Fribourg,appartement,optimistic,2033,0.32008161533287016
Fribourg,appartement,optimistic,2034,0.32809787591495465
Fribourg,appartement,optimistic,2035,0.3363148991483181
Fribourg,appartement,optimistic,2036,0.3447377130184826
Fribourg,appartement,optimistic,2037,0.3533714714339858
Fribourg,appartement,optimistic,2038,0.36222145738005007
Fribourg,appartement,optimistic,2039,0.3712930861512346
Fribourg,appartement,optimistic,2040,0.38059190866504666
Fribourg,appartement,optimistic,2041,0.39012361485854075
Fribourg,appartement,optimistic,2042,0.39989403716998323
Fribourg,appartement,optimistic,2043,0.4099091541077137
Fribourg,appartement,optimistic,2044,0.4201750939083862
Fribourg,appartement,optimistic,2045,0.43069813828682896
Fribourg,appartement,optimistic,2046,0.4414847262798174
Fribourg,appartement,optimistic,2047,0.45254145818611197
Fribourg,appartement,optimistic,2048,0.4638750996051723
Fribourg,appartement,optimistic,2049,0.4754925855770184
Fribourg,appartement,optimistic,2050,0.48740102482577224
Fribourg,appartement,optimistic,2051,0.49960770410947675
Geneva,appartement,optimistic,2026,0.2488716045659714
Geneva,appartement,optimistic,2027,0.2551044512466768
Geneva,appartement,optimistic,2028,0.26149339599977156
Geneva,appartement,optimistic,2029,0.2680423482120016
Geneva,appartement,optimistic,2030,0.27475531517846324
Geneva,appartement,optimistic,2031,0.28163640455466127
Geneva,appartement,optimistic,2032,0.2886898268699781
Geneva,appartement,optimistic,2033,0.29591989810409103
Geneva,appartement,optimistic,2034,0.30333104232791447
Geneva,appartement,optimistic,2035,0.31092779441068286
Geneva,appartement,optimistic,2036,0.3187148027948313
Geneva,appartement,optimistic,2037,0.32669683234037095
Geneva,appartement,optimistic,2038,0.33487876724050086
Geneva,appartement,optimistic,2039,0.3432656140102391
Geneva,appartement,optimistic,2040,0.35186250454990237
Geneva,appartement,optimistic,2041,0.36067469928530943
Geneva,appartement,optimistic,2042,0.36970759038662815
Geneva,appartement,optimistic,2043,0.3789667050678374
Geneva,appartement,optimistic,2044,0.38845770896882204
Geneva,appartement,optimistic,2045,0.39818640962217017
Geneva,appartement,optimistic,2046,0.4081587600067945
Geneva,appartement,optimistic,2047,0.4183808621905526
Geneva,appartement,optimistic,2048,0.4288589710640935
Geneva,appartement,optimistic,2049,0.4395994981682172
Geneva,appartement,optimistic,2050,0.45060901561708805
Geneva,appartement,optimistic,2051,0.46189426011970225
Glarus,appartement,optimistic,2026,0.2634737135262678
Glarus,appartement,optimistic,2027,0.27007226165581144
Glarus,appartement,optimistic,2028,0.276836066640907
Glarus,appartement,optimistic,2029,0.2837692672447747
Glarus,appartement,optimistic,2030,0.2908761058835876
Glarus,appartement,optimistic,2031,0.2981609312223998
Glarus,appartement,optimistic,2032,0.30562820083608905
Glarus,appartement,optimistic,2033,0.31328248393694086
Glarus,appartement,optimistic,2034,0.3211284641705432
Glarus,appartement,optimistic,2035,0.32917094248170314
Glarus,appartement,optimistic,2036,0.3374148400521385
Glarus,appartement,optimistic,2037,0.3458652013117423
Glarus,appartement,optimistic,2038,0.3545271970252628
Glarus,appartement,optimistic,2039,0.3634061274562873
Glarus,appartement,optimistic,2040,0.3725074256104667
Glarus,appartement,optimistic,2041,0.38183666055996396
Glarus,appartement,optimistic,2042,0.3913995408511622
Glarus,appartement,optimistic,2043,0.4012019179977166
Glarus,appartement,optimistic,2044,0.41124979006108753
Glarus,appartement,optimistic,2045,0.4215493053207465
Glarus,appartement,optimistic,2046,0.4321067660363004
Glarus,appartement,optimistic,2047,0.44292863230383506
Glarus,appartement,optimistic,2048,0.45402152600884
