canton,building_type,scenario,year,price_ttc_chf_kwh
Appenzell Innerrhoden,appartement,pessimistic,2046,0.6062513142177912
Appenzell Innerrhoden,appartement,pessimistic,2047,0.6335595571575209
Appenzell Innerrhoden,appartement,pessimistic,2048,0.6620978842471174
Appenzell Innerrhoden,appartement,pessimistic,2049,0.6919217039220152
Appenzell Innerrhoden,appartement,pessimistic,2050,0.7230889204588624
Appenzell Innerrhoden,appartement,pessimistic,2051,0.7556600463992571
Basel Landschaft,appartement,pessimistic,2026,0.27835854314294944
Basel Landschaft,appartement,pessimistic,2027,0.2908970441609713
Basel Landschaft,appartement,pessimistic,2028,0.304000334770158
Basel Landschaft,appartement,pessimistic,2029,0.3176938555939005
Basel Landschaft,appartement,pessimistic,2030,0.3320041932138878
Basel Landschaft,appartement,pessimistic,2031,0.34695913178914134
Basel Landschaft,appartement,pessimistic,2032,0.3625877070001994
Basel Landschaft,appartement,pessimistic,2033,0.3789202624231867
Basel Landschaft,appartement,pessimistic,2034,0.3959885084432212
Basel Landschaft,appartement,pessimistic,2035,0.4138255838215418
Basel Landschaft,appartement,pessimistic,2036,0.43246612003589197
Basel Landschaft,appartement,pessimistic,2037,0.451946308519079
Basel Landschaft,appartement,pessimistic,2038,0.4723039709262557
Basel Landschaft,appartement,pessimistic,2039,0.49357863256735157
Basel Landschaft,appartement,pessimistic,2040,0.5158115991472255
Basel Landschaft,appartement,pessimistic,2041,0.539046036962535
Basel Landschaft,appartement,pessimistic,2042,0.5633270567110269
Basel Landschaft,appartement,pessimistic,2043,0.5887018010759706
Basel Landschaft,appartement,pessimistic,2044,0.6152195362557803
Basel Landschaft,appartement,pessimistic,2045,0.6429317476165382
Basel Landschaft,appartement,pessimistic,2046,0.6718922396531294
Basel Landschaft,appartement,pessimistic,2047,0.7021572404530704
Basel Landschaft,appartement,pessimistic,2048,0.7337855108658488
Basel Landschaft,appartement,pessimistic,2049,0.7668384585897353
Basel Landschaft,appartement,pessimistic,2050,0.80138025739757
Basel Landschaft,appartement,pessimistic,2051,0.8374779717330051
Basel Stadt,appartement,pessimistic,2026,0.3016260912162517
Basel Stadt,appartement,pessimistic,2027,0.3152126656000483
Basel Stadt,appartement,pessimistic,2028,0.329411239439005
Basel Stadt,appartement,pessimistic,2029,0.3442493798977755
Basel Stadt,appartement,pessimistic,2030,0.3597558958881434
Basel Stadt,appartement,pessimistic,2031,0.37596089400281013
Basel Stadt,appartement,pessimistic,2032,0.3928958369686878
Basel Stadt,appartement,pessimistic,2033,0.41059360473318773
Basel Stadt,appartement,pessimistic,2034,0.4290885583021051
Basel Stadt,appartement,pessimistic,2035,0.4484166064530453
Basel Stadt,appartement,pessimistic,2036,0.4686152754539175
Basel Stadt,appartement,pessimistic,2037,0.4897237819218584
Basel Stadt,appartement,pessimistic,2038,0.5117831089640443
Basel Stadt,appartement,pessimistic,2039,0.5348360857482225
Basel Stadt,appartement,pessimistic,2040,0.5589274706574511
Basel Stadt,appartement,pessimistic,2041,0.5841040381904974
Basel Stadt,appartement,pessimistic,2042,0.6104146697766138
Basel Stadt,appartement,pessimistic,2043,0.6379104486810144
Basel Stadt,appartement,pessimistic,2044,0.666644759185313
Basel Stadt,appartement,pessimistic,2045,0.6966733902354885
Basel Stadt,appartement,pessimistic,2046,0.7280546437586127
Basel Stadt,appartement,pessimistic,2047,0.7608494478586433
Basel Stadt,appartement,pessimistic,2048,0.7951214751110556
Basel Stadt,appartement,pessimistic,2049,0.8309372661859902
Basel Stadt,appartement,pessimistic,2050,0.8683663590399318
Basel Stadt,appartement,pessimistic,2051,0.9074814239267552
Bern,appartement,pessimistic,2026,0.2642504499999999
Bern,appartement,pessimistic,2027,0.27615346004929525
Bern,appartement,pessimistic,2028,0.28859263436333876
Bern,appartement,pessimistic,2029,0.3015921241541014
Bern,appartement,pessimistic,2030,0.31517716851105365
Bern,appartement,pessimistic,2031,0.3293741434039839
Bern,appartement,pessimistic,2032,0.3442106128931207
Bern,appartement,pessimistic,2033,0.35971538264598557
Bern,appartement,pessimistic,2034,0.3759185558648819
Bern,appartement,pessimistic,2035,0.39285159173360523
Bern,appartement,pessimistic,2036,0.41054736649685264
Bern,appartement,pessimistic,2037,0.42904023729091856
Bern,appartement,pessimistic,2038,0.4483661088496079
Bern,appartement,pessimistic,2039,0.46856250321487897
Bern,appartement,pessimistic,2040,0.4896686325875619
Bern,appartement,pessimistic,2041,0.5117254754595967
Bern,appartement,pessimistic,2042,0.5347758561756031
Bern,appartement,pessimistic,2043,0.5588645280782573
Bern,appartement,pessimistic,2044,0.584038260398903
Bern,appartement,pessimistic,2045,0.6103459290621016
Bern,appartement,pessimistic,2046,0.6378386115804198
Bern,appartement,pessimistic,2047,0.6665696862236997
Bern,appartement,pessimistic,2048,0.6965949356553519
Bern,appartement,pessimistic,2049,0.7279726552368848
Bern,appartement,pessimistic,2050,0.7607637662109508
Bern,appartement,pessimistic,2051,0.7950319339826565
Fribourg,appartement,pessimistic,2026,0.269191851275709
Fribourg,appartement,pessimistic,2027,0.28131744391300884
Fribourg,appartement,pessimistic,2028,0.29398922692014706
Fribourg,appartement,pessimistic,2029,0.30723180312925125
Fribourg,appartement,pessimistic,2030,0.3210708835929197
Fribourg,appartement,pessimistic,2031,0.33553333750337727
Fribourg,appartement,pessimistic,2032,0.3506472443602106
Fribourg,appartement,pessimistic,2033,0.3664419484879701
Fribourg,appartement,pessimistic,2034,0.382948116009485
