station_abbr;station_name;year;n_hours;t_mean_annual_c;t_min_annual_c;t_max_annual_c;t_mean_summer_c;t_p95_summer_c;t_p99_summer_c;cdh_24;cdh_26;hours_above_24;hours_above_26;hours_above_28;hours_above_30;night_hours_below_18;hot_nights_min_gt_18;night_hours_below_20;hot_nights_min_gt_20
PUY;Lausanne;1983;8760;10.505;-6.3;33.8;20.269;28.3;30.993;1257.8;588.8;438;229;122;49;474;22;634;10
PUY;Lausanne;1984;8784;9.802;-5.7;31.0;18.263;25.165;28.393;378.8;131.0;189;75;28;2;647;7;766;0
PUY;Lausanne;1985;8760;9.623;-14.8;30.7;18.123;25.5;27.7;395.6;106.7;213;82;14;2;600;8;753;1
PUY;Lausanne;1986;8760;10.056;-12.5;31.0;18.407;26.5;28.593;640.9;211.5;294;142;38;4;556;12;694;2
PUY;Lausanne;1987;8760;9.926;-16.5;29.4;17.791;25.2;27.8;341.0;97.7;172;70;13;0;602;15;733;2
PUY;Lausanne;1988;8784;10.839;-6.0;30.8;18.66;25.9;28.493;494.6;173.4;228;100;33;5;596;10;724;3
PUY;Lausanne;1989;8760;11.15;-3.0;30.0;19.213;26.0;28.293;563.3;151.4;297;110;26;0;500;15;706;3
PUY;Lausanne;1990;8760;11.201;-5.4;30.1;18.754;26.3;28.6;597.1;190.9;278;132;35;1;558;11;725;1
PUY;Lausanne;1991;8760;10.58;-9.7;29.7;19.563;26.4;28.0;688.0;162.7;372;145;21;0;434;22;678;4
PUY;Lausanne;1992;8784;11.019;-8.7;30.7;19.417;27.1;29.4;845.0;322.2;348;178;73;7;477;25;629;13
PUY;Lausanne;1993;8760;10.729;-8.1;30.9;18.822;26.1;27.9;521.3;140.1;263;113;19;2;519;18;721;0
PUY;Lausanne;1994;8760;12.13;-3.9;31.1;20.403;27.2;29.4;913.5;311.8;423;192;59;9;363;31;587;9
PUY;Lausanne;1995;8760;11.218;-8.5;32.0;19.365;26.7;28.986;733.8;257.2;333;151;43;11;416;31;648;6
PUY;Lausanne;1996;8784;10.559;-7.9;28.9;18.793;24.9;26.9;277.8;45.8;198;48;5;0;555;7;757;0
PUY;Lausanne;1997;8760;11.487;-4.5;28.7;18.867;25.2;26.9;308.1;49.4;211;57;4;0;495;20;702;1
PUY;Lausanne;1998;8760;11.361;-5.2;32.8;19.915;27.2;30.2;944.8;381.3;379;184;79;26;386;32;627;9
PUY;Lausanne;1999;8760;11.407;-8.6;30.0;19.415;25.5;27.3;373.6;81.9;221;76;9;0;476;25;690;2
PUY;Lausanne;2000;8784;11.909;-6.2;30.5;19.543;26.4;28.2;602.5;180.4;291;132;27;2;485;21;673;3
PUY;Lausanne;2001;8760;11.013;-10.0;29.6;19.13;26.2;27.893;530.4;128.0;291;119;17;0;489;19;672;3
PUY;Lausanne;2002;8760;11.542;-5.9;32.2;19.42;26.465;29.593;680.5;265.4;289;126;56;13;548;15;696;7
PUY;Lausanne;2003;8760;11.842;-8.6;36.7;23.065;30.6;34.1;2900.5;1528.5;844;527;281;127;162;61;412;23
PUY;Lausanne;2004;8784;11.043;-5.9;31.4;19.173;25.8;28.5;500.9;150.8;261;95;28;3;535;17;694;3
PUY;Lausanne;2005;8760;10.777;-9.6;32.4;19.475;27.165;29.8;815.9;351.2;301;169;72;18;533;18;676;7
PUY;Lausanne;2006;8760;11.544;-6.0;32.8;19.966;28.0;30.793;1254.6;529.2;467;260;108;34;432;31;579;13
PUY;Lausanne;2007;8760;11.685;-5.4;30.4;18.821;25.6;28.0;433.0;119.1;239;81;22;2;545;14;705;4
PUY;Lausanne;2008;8784;11.171;-3.9;30.9;19.442;26.5;28.6;700.3;217.5;332;155;37;8;507;19;637;7
PUY;Lausanne;2009;8760;11.609;-7.6;31.8;20.151;27.0;29.2;849.3;291.8;391;178;52;9;434;24;646;10
PUY;Lausanne;2010;8760;10.538;-7.7;31.7;19.784;27.8;30.093;1019.6;427.4;386;208;94;23;462;25;615;9
PUY;Lausanne;2011;8760;12.291;-4.9;33.1;18.979;26.3;29.593;614.1;233.7;274;123;45;12;543;14;684;6
PUY;Lausanne;2012;8784;11.392;-13.0;32.5;19.9;26.8;29.5;789.3;286.3;352;157;61;12;470;21;657;9
PUY;Lausanne;2013;8760;10.55;-6.1;31.2;19.664;27.0;29.0;860.1;287.0;383;176;60;9;468;23;635;10
PUY;Lausanne;2014;8760;12.0;-6.8;29.9;18.545;24.9;28.093;307.6;91.8;167;57;23;0;604;7;750;0
PUY;Lausanne;2015;8760;12.078;-5.0;35.4;21.636;30.1;32.693;2197.1;1155.6;638;407;228;119;350;38;509;22
PUY;Lausanne;2016;8759;11.413;-5.6;30.9;19.755;26.6;29.2;766.8;250.8;371;151;52;8;426;25;645;4
PUY;Lausanne;2017;8760;11.617;-7.4;32.4;20.956;27.8;30.393;1248.9;488.9;524;249;101;28;333;37;526;18
PUY;Lausanne;2018;8760;12.47;-10.5;34.1;21.366;28.3;30.8;1510.3;647.7;553;305;129;43;357;29;556;10
PUY;Lausanne;2019;8760;11.929;-3.5;33.8;20.901;28.3;31.6;1433.2;650.1;516;266;130;57;390;30;577;13
PUY;Lausanne;2020;8784;12.412;-1.3;32.8;20.131;27.6;30.1;1089.6;436.8;444;219;83;25;416;25;608;9
PUY;Lausanne;2021;8760;11.144;-6.0;30.4;19.459;26.0;28.2;497.7;153.0;245;108;29;2;541;15;684;3
PUY;Lausanne;2022;8760;13.143;-3.6;34.8;22.365;29.9;32.5;2386.5;1201.4;729;452;238;103;230;38;464;17
PUY;Lausanne;2023;8760;12.894;-5.5;35.0;21.724;29.0;32.993;1927.1;904.4;664;364;174;71;307;38;482;20
PUY;Lausanne;2024;8784;12.343;-4.5;31.4;20.846;27.4;28.8;1071.0;351.2;487;234;72;6;325;41;523;15
REH;Zurich;1990;8760;9.857;-7.3;32.2;17.598;27.2;30.093;871.7;373.3;317;177;82;23;754;0;812;0
REH;Zurich;1991;8760;8.899;-14.5;32.8;18.097;26.9;30.0;837.3;324.0;335;170;61;22;711;1;799;0
REH;Zurich;1992;8784;9.487;-12.2;33.2;18.493;28.3;31.3;1153.6;593.7;342;220;120;60;700;2;798;0
REH;Zurich;1993;8760;9.154;-11.7;31.3;17.16;26.3;28.7;563.9;204.4;219;129;40;6;760;0;821;0
REH;Zurich;1994;8760;10.615;-9.3;33.4;19.301;28.565;31.4;1394.8;671.6;432;282;137;49;623;7;771;0
REH;Zurich;1995;8760;9.437;-13.9;33.2;17.907;27.0;30.3;817.4;359.3;301;168;73;29;698;3;806;0
REH;Zurich;1996;8784;8.336;-14.3;30.6;17.26;25.6;28.193;431.0;132.4;207;88;24;3;769;0;818;0
REH;Zurich;1997;8760;9.616;-10.5;30.1;17.75;26.2;28.4;553.8;179.5;259;124;36;1;762;0;824;0
REH;Zurich;1998;8760;9.684;-11.1;34.1;18.304;27.965;32.2;1024.1;554.8;299;174;105;61;676;6;797;0
REH;Zurich;1999;8760;9.374;-15.9;31.6;17.396;25.6;28.193;424.5;144.3;193;86;24;10;747;0;821;0
SHA;Schaffhouse;1981;4593;10.364;-13.4;29.6;16.864;25.8;28.136;332.6;105.9;151;73;18;0;591;0;622;0
SHA;Schaffhouse;1982;8760;8.804;-10.6;29.4;17.075;25.8;28.093;422.2;133.2;186;101;23;0;768;0;823;0
SHA;Schaffhouse;1983;8760;9.127;-10.3;36.3;19.207;28.6;32.8;1427.6;744.4;423;259;142;67;663;5;763;1
SHA;Schaffhouse;1984;8784;8.218;-9.4;32.2;16.589;25.165;30.272;447.8;209.9;160;83;43;23;795;0;820;0
SHA;Schaffhouse;1985;8760;8.018;-22.3;32.7;16.993;26.1;29.693;592.3;255.1;230;112;53;17;769;0;817;0
SHA;Schaffhouse;1986;8760;8.321;-14.8;32.2;16.879;26.4;28.793;641.2;211.4;285;136;38;6;746;0;818;0
SHA;Schaffhouse;1987;8760;8.312;-20.7;30.5;16.542;25.665;28.7;430.9;153.4;181;95;33;4;727;3;813;0
SHA;Schaffhouse;1988;8784;9.436;-8.4;32.8;17.083;25.765;28.893;491.8;199.0;200;106;38;7;764;1;816;0
SHA;Schaffhouse;1989;8760;9.544;-9.8;32.6;17.535;25.7;28.993;508.9;188.3;234;91;37;12;769;1;820;0
SHA;Schaffhouse;1990;8760;9.903;-7.5;32.2;17.768;26.9;29.893;822.7;333.4;318;168;72;17;748;2;808;0
SHA;Schaffhouse;1991;8760;8.855;-12.8;32.1;18.178;26.9;29.893;801.0;312.4;323;164;59;20;707;3;799;0
SHA;Schaffhouse;1992;8784;9.724;-9.7;33.1;18.83;28.265;31.393;1155.0;590.1;347;218;123;67;645;5;784;0
SHA;Schaffhouse;1993;8760;9.449;-11.5;31.4;17.445;26.465;28.7;577.1;209.4;231;136;41;2;745;0;823;0
SHA;Schaffhouse;1994;8760;10.966;-8.0;32.9;19.67;28.4;30.793;1354.3;626.9;445;275;136;39;539;14;740;0
SHA;Schaffhouse;1995;8760;9.356;-13.7;33.3;18.038;27.5;30.6;910.7;407.0;318;183;81;27;685;2;797;0
SHA;Schaffhouse;1996;8784;8.293;-13.9;30.6;17.299;25.7;27.6;405.1;109.7;205;87;17;3;771;0;822;0
SHA;Schaffhouse;1997;8760;9.555;-10.7;29.9;17.614;25.8;28.3;464.2;140.2;230;97;28;0;742;0;824;0
SHA;Schaffhouse;1998;8760;9.74;-9.3;34.5;18.407;28.3;32.093;1144.1;627.0;328;186;115;75;689;6;784;0
SHA;Schaffhouse;1999;8760;9.733;-12.6;31.4;17.736;25.7;28.3;428.7;142.3;190;88;31;10;734;2;814;0
SHA;Schaffhouse;2000;8784;10.527;-12.1;31.2;18.041;27.365;29.293;743.5;319.7;260;160;74;7;716;2;811;0
SHA;Schaffhouse;2001;8760;9.605;-12.9;31.6;17.96;27.1;29.5;809.6;330.1;309;171;75;15;713;2;811;0
SHA;Schaffhouse;2002;8760;10.287;-10.1;33.6;18.566;26.765;30.693;825.1;383.2;288;146;85;28;708;6;793;0
SHA;Schaffhouse;2003;8760;10.269;-11.1;37.0;21.844;31.365;34.4;2844.3;1585.9;730;496;278;147;426;22;687;2
SHA;Schaffhouse;2004;8784;9.657;-10.5;30.7;17.983;26.765;29.1;660.0;259.4;255;144;56;7;700;5;808;0
SHA;Schaffhouse;2005;8760;9.559;-14.0;33.5;18.182;27.565;30.3;828.3;400.9;260;160;83;26;689;6;795;0
SHA;Schaffhouse;2006;8760;10.126;-9.5;33.7;18.924;29.0;32.293;1538.7;812.6;437;290;167;71;565;13;734;0
SHA;Schaffhouse;2007;8760;10.371;-7.3;33.1;17.633;25.9;29.0;531.9;210.9;221;105;43;11;735;4;803;0
SHA;Schaffhouse;2008;8784;9.789;-6.3;31.1;18.375;26.9;29.8;779.9;319.2;315;153;72;18;682;2;784;0
SHA;Schaffhouse;2009;8760;9.857;-14.3;32.4;18.453;26.6;29.3;682.1;267.1;283;138;53;14;688;1;808;0
SHA;Schaffhouse;2010;8760;8.939;-11.0;34.0;18.442;27.9;31.3;1082.3;533.0;336;206;103;50;633;9;789;0
SHA;Schaffhouse;2011;8760;10.521;-7.2;33.3;18.028;27.2;31.393;834.9;414.7;275;160;71;44;695;4;788;0
SHA;Schaffhouse;2012;8784;9.884;-15.7;32.7;18.622;26.7;30.2;777.4;347.5;284;143;77;25;684;4;802;0
SHA;Schaffhouse;2013;8760;9.386;-9.1;34.6;19.057;28.5;32.086;1297.1;665.9;394;247;134;62;620;9;750;0
SHA;Schaffhouse;2014;8760;10.85;-13.3;33.4;17.885;25.965;30.486;605.5;281.5;218;110;58;25;745;2;807;0
SHA;Schaffhouse;2015;8760;10.679;-6.7;35.4;20.372;30.565;33.793;2236.4;1324.8;537;378;259;137;523;18;687;4
SHA;Schaffhouse;2016;8784;10.059;-8.3;32.1;18.714;27.2;30.8;892.5;385.8;340;172;77;34;655;4;786;0
SHA;Schaffhouse;2017;8760;10.259;-13.5;33.4;19.91;29.2;31.793;1604.1;806.2;482;301;161;79;601;9;755;2
SHA;Schaffhouse;2018;8736;11.356;-12.5;34.5;20.623;29.4;32.386;1829.3;939.1;540;343;196;79;554;11;712;4
SHA;Schaffhouse;2019;8760;10.678;-5.3;35.7;20.164;29.5;33.793;1867.2;1026.9;498;332;184;96;582;12;721;2
SHA;Schaffhouse;2020;8784;10.81;-4.6;34.7;18.984;28.265;31.2;1214.9;590.2;391;237;121;52;675;4;774;0
SHA;Schaffhouse;2021;8760;9.558;-10.2;31.0;18.245;26.7;29.6;680.2;273.9;267;147;57;13;720;5;788;0
SHA;Schaffhouse;2022;8760;11.487;-8.2;36.3;20.89;29.8;33.193;2184.9;1155.4;620;402;215;103;569;12;737;1
SHA;Schaffhouse;2023;8760;11.48;-7.5;35.4;20.373;29.6;33.5;1790.5;952.0;527;307;176;97;558;12;726;2
SHA;Schaffhouse;2024;8784;11.108;-7.4;32.9;19.819;28.8;30.993;1321.5;652.3;422;249;153;48;546;10;743;0
SIO;Sion;1981;8760;9.2;-13.5;31.5;17.745;27.0;29.693;790.5;314.1;313;164;67;12;773;0;816;0
SIO;Sion;1982;8760;9.387;-8.3;30.3;17.846;26.965;29.3;808.9;294.3;328;180;60;5;793;0;821;0
SIO;Sion;1983;8760;9.138;-12.7;35.9;18.954;28.8;32.6;1398.9;740.0;415;249;138;64;752;0;814;0
SIO;Sion;1984;8784;8.877;-9.5;33.7;17.76;26.7;30.793;819.0;359.8;313;153;71;33;791;0;817;0
SIO;Sion;1985;8760;8.753;-17.9;32.4;17.942;26.9;29.5;822.6;303.8;332;166;63;17;769;0;820;0
SIO;Sion;1986;8760;9.458;-14.5;34.5;18.165;27.9;30.493;1146.6;516.4;384;232;102;32;730;0;809;0
SIO;Sion;1987;8760;9.309;-13.9;31.1;17.84;26.9;29.093;712.9;280.5;279;162;62;6;753;1;814;0
SIO;Sion;1988;8784;10.175;-8.4;33.1;18.684;27.8;30.3;1054.5;457.2;391;201;101;29;738;0;803;0
SIO;Sion;1989;8760;9.96;-11.0;33.8;18.859;27.3;29.793;1048.9;385.0;440;223;70;16;716;2;802;0
SIO;Sion;1990;8760;10.225;-11.5;33.3;18.755;28.0;30.5;1151.5;509.0;401;233;108;32;730;0;804;0
SIO;Sion;1991;8760;9.76;-12.5;32.1;19.553;28.165;30.3;1428.9;585.9;527;306;126;27;655;2;777;0
SIO;Sion;1992;8784;10.231;-7.7;34.1;19.392;28.665;31.0;1424.2;690.5;450;284;152;43;662;5;768;0
SIO;Sion;1993;8760;10.31;-10.8;32.8;19.03;27.7;29.6;1005.6;412.7;384;213;86;10;698;1;808;0
SIO;Sion;1994;8760;11.176;-7.6;32.3;20.102;28.8;30.9;1605.9;727.3;547;322;159;49;608;2;764;0
SIO;Sion;1995;8760;10.235;-9.8;32.6;19.122;28.065;30.686;1196.2;519.2;431;247;111;33;633;3;779;0
SIO;Sion;1996;8784;9.957;-7.5;31.4;18.811;27.0;29.5;844.5;310.5;357;173;64;14;708;1;816;0
SIO;Sion;1997;8760;10.663;-6.3;30.8;18.641;27.0;28.693;809.0;274.5;348;181;56;3;703;1;813;0
SIO;Sion;1998;8760;10.263;-9.1;33.7;19.683;28.7;31.593;1499.4;711.1;488;288;151;57;609;5;760;0
SIO;Sion;1999;8760;10.158;-14.3;31.0;18.871;26.8;29.093;749.6;268.4;314;158;50;10;710;0;813;0
SIO;Sion;2000;8784;10.775;-9.6;33.9;19.172;28.3;30.1;1220.6;542.3;432;240;126;26;691;2;788;0
SIO;Sion;2001;8760;10.391;-11.8;31.6;19.036;27.865;30.093;1153.8;474.8;417;249;97;23;694;2;792;0
SIO;Sion;2002;8760;10.924;-10.4;33.2;19.408;28.1;31.193;1175.6;552.1;404;227;114;45;671;7;773;1
SIO;Sion;2003;8760;11.32;-9.5;36.6;22.467;31.8;34.6;3532.4;2086.0;827;606;398;214;445;12;656;0
SIO;Sion;2004;8784;10.449;-9.6;34.3;19.468;28.0;31.093;1218.0;562.3;407;248;107;41;652;5;789;0
SIO;Sion;2005;8760;9.807;-15.1;34.6;19.397;28.4;32.093;1325.2;660.0;431;239;128;63;632;8;748;0
SIO;Sion;2006;8760;10.628;-12.0;35.0;19.886;29.5;32.2;1935.3;1009.1;553;365;201;91;570;7;741;0
SIO;Sion;2007;8760;10.855;-7.5;34.0;18.801;26.7;30.086;794.0;324.1;314;156;59;23;676;3;790;0
SIO;Sion;2008;8784;10.773;-9.4;31.9;19.657;28.2;30.493;1272.2;556.3;442;266;118;29;631;7;766;1
SIO;Sion;2009;8760;10.748;-10.3;35.1;20.213;29.2;32.193;1717.6;866.4;526;329;166;78;597;6;761;0
SIO;Sion;2010;8760;10.133;-10.8;35.1;19.719;29.165;31.893;1589.4;831.5;451;295;177;75;604;7;755;1
SIO;Sion;2011;8760;11.385;-9.2;35.8;19.507;29.1;33.093;1501.6;822.3;428;259;159;77;631;3;776;0
SIO;Sion;2012;8784;11.041;-12.6;36.0;20.573;29.565;33.0;1889.5;1021.0;537;332;195;101;571;10;738;0
SIO;Sion;2013;8760;10.465;-9.1;36.2;20.244;29.865;32.793;2082.8;1117.4;574;379;221;102;612;9;742;2
SIO;Sion;2014;8760;11.781;-10.6;35.2;19.241;27.865;32.079;1162.4;556.1;377;228;102;51;688;2;795;0
SIO;Sion;2015;8760;11.534;-8.0;37.4;21.896;31.9;35.1;3210.9;1980.6;719;509;350;226;464;21;643;7
SIO;Sion;2016;8784;11.177;-7.2;34.3;20.403;30.0;32.6;2038.2;1108.4;549;371;225;104;588;6;736;1
SIO;Sion;2017;8760;11.359;-11.4;36.7;21.709;30.865;33.1;2805.6;1551.6;726;524;314;147;429;19;656;3
SIO;Sion;2018;8760;12.485;-9.3;35.8;22.111;31.0;33.893;3023.9;1726.0;756;538;331;180;440;14;662;2
SIO;Sion;2019;8760;11.82;-5.8;37.5;21.709;31.265;35.0;2895.6;1683.2;704;499;296;158;450;24;654;1
SIO;Sion;2020;8784;11.629;-5.5;35.0;20.207;29.2;31.893;1856.6;919.0;567;360;188;74;604;6;775;0
SIO;Sion;2021;8760;10.344;-10.8;32.5;19.519;28.1;30.993;1174.5;537.2;417;237;118;40;683;4;785;0
SIO;Sion;2022;8760;12.236;-7.9;36.6;22.263;31.9;34.193;3547.5;2120.7;824;611;396;220;491;11;658;3
SIO;Sion;2023;8760;11.854;-12.3;36.8;21.459;30.9;34.8;2714.5;1503.5;702;484;264;143;498;11;689;1
SIO;Sion;2024;8784;11.705;-6.4;34.3;20.959;29.565;32.1;1996.7;1014.6;591;379;218;88;532;12;715;0
SMA;Zurich;1981;8760;8.745;-11.6;29.3;16.528;25.365;27.6;339.8;93.5;163;77;13;0;752;0;818;0
SMA;Zurich;1982;8760;9.364;-7.8;29.8;17.501;25.8;27.9;432.9;131.9;202;101;20;0;729;5;801;0
SMA;Zurich;1983;8760;9.425;-10.6;35.1;19.057;28.0;31.479;1145.0;568.9;365;209;110;54;646;9;740;3
SMA;Zurich;1984;8784;8.504;-9.5;33.9;16.839;25.165;29.8;436.0;199.4;164;75;42;22;760;2;807;0
SMA;Zurich;1985;8760;8.308;-19.3;31.8;16.839;25.5;28.993;462.2;185.4;192;97;37;12;742;1;802;0
SMA;Zurich;1986;8760;8.474;-15.1;32.0;16.692;25.8;28.0;475.2;140.0;241;100;22;5;719;4;797;0
SMA;Zurich;1987;8760;8.351;-20.4;30.0;16.315;25.2;28.093;341.8;107.6;163;73;23;0;730;0;802;0
SMA;Zurich;1988;8784;9.442;-8.8;31.3;16.958;25.165;28.186;370.2;126.7;168;82;23;4;753;2;807;0
SMA;Zurich;1989;8760;9.636;-8.3;30.6;17.137;24.8;27.593;283.3;82.5;155;53;17;2;744;1;817;0
SMA;Zurich;2000;8784;10.382;-11.5;31.2;17.66;26.6;28.493;570.8;203.7;235;135;34;7;682;4;803;0
SMA;Zurich;2001;8760;9.7;-14.2;30.6;17.752;26.6;28.5;603.3;208.6;262;134;36;3;696;4;801;0
SMA;Zurich;2002;8760;10.412;-8.6;33.4;18.38;26.4;30.393;675.8;319.1;240;124;66;26;689;8;768;2
SMA;Zurich;2003;8760;10.293;-9.9;35.5;21.65;30.8;33.5;2417.9;1292.5;691;432;235;130;391;25;621;6
SMA;Zurich;2004;8784;9.471;-7.5;29.5;17.661;26.0;28.3;475.2;153.1;213;107;29;0;687;2;806;0
SMA;Zurich;2005;8760;9.311;-13.8;32.3;17.633;26.8;30.093;691.1;321.1;232;135;70;23;697;5;769;1
SMA;Zurich;2006;8760;9.802;-8.5;32.6;18.325;28.265;31.093;1231.5;586.6;394;251;125;43;590;14;732;2
SMA;Zurich;2007;8760;10.13;-8.1;32.4;17.253;25.365;28.6;424.1;159.6;191;80;34;10;715;2;798;0
SMA;Zurich;2008;8784;9.648;-6.8;30.3;17.806;25.8;28.6;482.0;164.1;228;95;37;3;659;5;782;1
SMA;Zurich;2009;8760;9.923;-12.9;31.3;18.341;26.3;28.5;584.1;202.3;261;124;40;9;615;6;773;0
SMA;Zurich;2010;8760;8.842;-10.8;32.3;18.044;27.3;29.9;827.1;360.1;298;171;72;21;611;9;761;1
SMA;Zurich;2011;8760;10.509;-8.0;32.3;17.513;26.3;30.493;635.5;299.3;216;118;65;26;699;7;774;0
SMA;Zurich;2012;8784;9.759;-16.6;32.0;18.297;26.2;29.6;630.9;278.4;248;114;64;16;673;5;775;0
SMA;Zurich;2013;8760;9.141;-9.3;34.4;18.534;27.665;31.793;1030.7;497.8;342;191;94;45;619;10;747;3
SMA;Zurich;2014;8760;10.65;-11.6;33.1;17.317;25.2;29.693;442.3;206.8;155;84;41;18;754;2;796;0
SMA;Zurich;2015;8760;10.632;-7.2;34.4;20.191;29.9;33.0;1958.8;1105.7;512;345;217;107;493;26;633;10
SMA;Zurich;2016;8784;9.929;-8.5;31.8;18.314;26.8;30.193;735.7;311.7;283;140;68;25;634;7;763;1
SMA;Zurich;2017;8760;10.203;-12.5;32.4;19.524;28.2;30.7;1160.8;523.4;411;226;117;34;557;14;712;6
SMA;Zurich;2018;8760;11.148;-12.9;33.8;20.178;28.7;31.993;1463.8;726.0;459;277;146;63;536;12;681;6
SMA;Zurich;2019;8760;10.576;-5.4;34.2;19.746;28.7;32.486;1444.8;730.2;447;260;141;66;537;13;687;7
SMA;Zurich;2020;8784;10.907;-4.0;33.3;18.713;27.2;30.1;913.6;396.2;342;176;88;25;609;12;723;3
SMA;Zurich;2021;8727;9.609;-11.4;30.6;17.95;26.2;28.993;532.8;194.2;222;115;40;6;709;5;769;0
SMA;Zurich;2022;8760;11.522;-7.4;34.2;20.41;28.7;32.1;1618.5;795.0;522;309;147;72;549;13;691;4
SMA;Zurich;2023;8760;11.45;-6.9;35.1;20.06;28.6;32.4;1382.4;693.9;449;250;131;67;508;21;675;5
SMA;Zurich;2024;8784;11.05;-7.5;31.9;19.523;27.8;30.3;1029.2;452.5;360;218;96;25;466;20;708;0
STG;Saint_Galles;1981;4064;8.86;-12.9;25.6;15.249;22.9;24.5;16.5;0.0;27;0;0;0;391;0;414;0
STG;Saint_Galles;1982;8760;8.163;-10.5;26.5;16.059;23.2;25.0;57.4;1.3;73;3;0;0;743;2;802;0
STG;Saint_Galles;1983;8760;8.277;-12.5;32.2;17.318;25.8;29.393;525.6;227.8;189;104;48;14;660;7;735;4
STG;Saint_Galles;1984;8784;7.065;-10.7;32.6;14.917;22.2;26.6;168.8;72.7;61;34;13;7;755;4;795;2
STG;Saint_Galles;1985;8760;7.076;-20.0;28.3;15.236;22.8;25.893;101.8;20.0;66;21;2;0;744;3;793;0
STG;Saint_Galles;1986;8760;7.443;-18.2;28.9;15.211;23.365;25.1;78.8;13.0;67;11;3;0;724;3;783;0
STG;Saint_Galles;1987;8760;7.267;-22.2;28.7;15.036;22.9;25.293;68.4;11.6;49;12;1;0;747;2;786;1
STG;Saint_Galles;1988;8784;8.407;-10.6;28.2;15.598;23.4;25.686;95.0;13.8;76;15;1;0;704;3;779;0
STG;Saint_Galles;1989;8760;8.565;-8.5;28.2;15.532;22.6;24.893;54.7;9.2;44;10;2;0;749;2;804;0
STG;Saint_Galles;1990;8760;8.839;-10.3;29.3;16.167;24.2;26.793;216.4;49.4;123;49;9;0;713;1;795;0
STG;Saint_Galles;1991;8760;7.56;-13.9;28.8;16.466;23.6;26.4;150.8;33.9;95;28;7;0;710;3;784;1
STG;Saint_Galles;1992;8784;8.614;-12.7;29.5;17.342;25.8;27.9;447.9;133.5;226;102;21;0;621;11;705;4
STG;Saint_Galles;1993;8760;8.075;-12.5;27.7;15.692;23.5;25.4;89.7;11.8;78;14;0;0;706;1;793;0
STG;Saint_Galles;1994;8760;9.467;-9.5;29.6;17.872;25.465;27.8;393.0;95.9;233;68;19;0;568;11;729;3
STG;Saint_Galles;1995;8760;8.103;-12.1;30.0;16.035;24.4;26.6;218.1;59.3;129;41;12;0;710;3;784;1
STG;Saint_Galles;1996;8784;6.883;-15.5;27.9;15.602;22.7;24.893;49.3;6.9;39;6;0;0;759;1;817;0
STG;Saint_Galles;1997;8760;8.563;-12.4;26.4;16.001;22.765;24.5;32.9;0.5;46;2;0;0;736;2;815;0
STG;Saint_Galles;1998;8760;8.619;-10.9;30.4;16.787;25.365;27.993;396.1;132.2;182;88;21;2;668;8;739;4
STG;Saint_Galles;1999;8760;8.515;-12.4;28.1;15.886;23.2;26.0;115.5;20.4;77;21;1;0;736;2;791;0
STG;Saint_Galles;2000;8784;9.364;-13.3;30.2;16.45;24.4;26.393;176.1;35.7;128;28;5;1;674;5;768;1
STG;Saint_Galles;2001;8760;8.487;-15.2;29.6;16.482;24.6;26.8;223.8;46.3;141;42;6;0;692;5;786;0
STG;Saint_Galles;2002;8760;9.125;-10.5;30.4;16.888;24.2;27.179;218.2;63.2;118;41;14;2;669;6;742;1
STG;Saint_Galles;2003;8760;9.202;-11.5;33.0;20.227;27.7;29.9;1008.0;411.8;415;182;96;20;464;22;614;13
STG;Saint_Galles;2004;8784;8.255;-8.6;26.9;16.415;23.6;25.393;87.4;3.6;88;9;0;0;675;2;787;0
STG;Saint_Galles;2005;8760;8.126;-16.1;28.9;16.15;24.8;26.893;251.7;52.5;146;52;8;0;698;5;757;2
STG;Saint_Galles;2006;8760;8.857;-12.6;29.8;17.052;25.8;28.493;473.6;140.5;243;100;33;0;592;14;720;3
STG;Saint_Galles;2007;8658;9.019;-9.6;29.8;16.509;24.375;27.095;216.4;57.6;115;44;9;0;676;5;732;2
STG;Saint_Galles;2008;8784;8.63;-8.8;28.0;16.482;23.3;25.9;110.6;17.3;77;19;0;0;692;3;771;0
STG;Saint_Galles;2009;8760;8.891;-14.4;28.5;16.933;24.2;26.393;171.1;27.0;121;34;2;0;656;5;752;2
STG;Saint_Galles;2010;8760;7.688;-10.6;30.1;16.693;24.965;27.4;299.7;79.2;161;63;12;1;622;11;745;1
STG;Saint_Galles;2011;8760;9.493;-9.7;30.0;16.175;24.165;27.393;238.7;74.4;115;52;13;0;702;6;764;3
STG;Saint_Galles;2012;8752;8.67;-17.8;29.0;17.076;24.4;27.486;251.6;66.0;131;56;11;0;663;6;748;1
STG;Saint_Galles;2013;8760;7.998;-10.3;33.0;16.967;25.8;29.1;508.9;217.6;190;105;52;8;664;10;733;4
STG;Saint_Galles;2014;8541;9.654;-11.8;29.5;15.933;23.4;26.9;185.6;54.5;90;44;9;0;752;3;789;2
STG;Saint_Galles;2015;8760;9.67;-7.9;31.6;18.744;27.065;29.893;886.6;346.8;366;175;72;19;495;26;646;12
STG;Saint_Galles;2016;8784;8.986;-10.6;28.0;16.933;24.4;27.0;205.6;44.3;124;43;0;0;690;5;762;1
STG;Saint_Galles;2017;8760;9.106;-11.9;29.2;18.149;25.8;28.079;423.6;117.3;225;90;23;0;564;15;678;6
